"","valeur_reelle","Random_Forest","Rpart","Gradient","Regression","Regression_backward","Regression_penalisee","SVM","SVM_lineaire","Extra_Gradient"
"37",3.3,3.34492333333332,3.2664047151277,3.4665617663638,3.51405670062039,3.51520497972893,3.4913389588828,3.40364256074605,3.48911741498723,3.39438676834106
"38",1.8,3.03251666666667,2.90740740740741,2.93272684956461,3.12241654923909,3.1129407369748,3.13540977477389,3.35918904364904,3.19346145987435,2.90292549133301
"39",3,2.96338,2.82560975609756,2.74129025746976,2.58989866075718,2.56988507262459,2.57641199841218,3.05883229914166,2.49090538318076,2.96365880966187
"40",3.3,3.17630666666666,3.029,2.9907009766198,2.82893140236514,2.82520315441216,2.82505382514876,2.98834676709293,2.8485220319815,3.1396336555481
"41",4.2,3.90147333333335,3.44753086419753,3.52044840702171,3.61249505985833,3.62050675829377,3.57877050365363,3.54233361106027,3.61383006018441,3.72912883758545
"42",2.9,3.07343000000001,3.33564231738035,3.24690943336269,3.12256009210052,3.11971743071462,3.13791925160302,3.16094604841729,3.1299518348445,3.26275610923767
"43",3.6,3.52002285714285,3.33564231738035,3.27961600606955,3.2947326030301,3.2939962005557,3.28240646452871,3.22206145476228,3.24602216905716,3.31906628608704
"44",3,3.10110333333333,3.15805396565821,3.17869486232953,2.87354612408086,2.88254096660833,2.87924231416446,2.97292825015295,2.90199894594172,3.1948823928833
"45",3.3,3.02075333333333,2.63791469194313,2.84490205018467,2.80310216919876,2.81336362125834,2.79596362634543,2.88942985386203,2.80390154679296,2.78997707366943
"46",3.6,3.41618666666666,3.33564231738035,3.27380972709883,3.23415666980533,3.23661007505979,3.20999413511775,3.25297762505053,3.22594401700362,3.25023126602173
"47",3.6,3.20280333333333,3.33564231738035,3.25877122031904,3.17185258680884,3.16964204028276,3.15724792727842,3.15835670930546,3.14625689115937,3.24491190910339
"48",3.7,3.60035666666667,3.35981308411215,3.51324246814139,3.29099874189705,3.2486818870042,3.23832875984127,3.57046336456843,3.23765643776803,3.5844395160675
"49",3.3,3.26473666666666,3.47265306122449,3.24607786794879,3.06305222777471,3.06535019338896,3.12050196679364,3.24115030808729,2.99796793174556,3.25020933151245
"50",3.9,3.64870333333334,3.41875,3.35740153462441,3.42199856131799,3.42445637871092,3.40813201203885,3.63573494934373,3.51179715928823,3.46300005912781
"51",2.6,2.81625,2.90078740157481,3.12824429713068,3.26374660628456,3.26886355528793,3.25506509288965,3.07671726508767,3.19872264904798,3.02340865135193
"52",3.4,3.33475333333334,3.2664047151277,3.2831297037466,3.3479341084488,3.35377965215199,3.32033360978109,3.35279092293646,3.38060876800296,3.29394197463989
"53",3.3,3.14088999999999,3.15805396565821,2.94866453183558,2.7720060646227,2.75785912779564,2.7508340635092,2.75134272106574,2.81600889379628,2.90732216835022
"54",1.9,2.07656,2.40684931506849,2.20812162395296,2.64307306140021,2.65147656399741,2.61391923585063,2.42394494774505,2.59424783190826,2.12024760246277
"55",4,3.60570904761905,3.33564231738035,3.35341286275387,3.358861270493,3.36183148431076,3.33103260083601,3.33823976843379,3.34413560475072,3.35797667503357
"56",3.7,3.16207,3.07530120481928,3.22681178590146,3.29619776881341,3.29266665136162,3.26000147754945,3.19914725185657,3.26315035406282,3.17999529838562
